,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
14642,tm186492,Dealin' with Idiots,MOVIE,,87,2013,0.0,5.4
14661,tm177748,The Face of Love,MOVIE,PG-13,92,2013,0.0,6.2
14666,tm177516,Getting Go: The Go Doc Project,MOVIE,,91,2013,0.0,6.9
14676,tm174307,Reaching for the Moon,MOVIE,,118,2013,0.0,6.9
14707,tm152263,K: Missing Kings,MOVIE,PG,75,2014,0.0,6.9
14730,tm156728,Liz in September,MOVIE,,100,2014,0.0,5.9
14745,tm184292,Tru Love,MOVIE,,94,2013,0.0,6.4
14762,tm66500,The March Sisters at Christmas,MOVIE,,90,2014,0.0,5.4
14765,tm148148,Big Men,MOVIE,,99,2014,0.0,7.1
14790,tm178814,Journey to the South Pacific,MOVIE,G,40,2013,0.0,6.4
14803,tm157977,A Christmas Kiss II,MOVIE,,90,2014,0.0,6.0
14830,tm137732,Amira & Sam,MOVIE,,90,2014,0.0,6.1
14867,tm143279,My Dad Is Scrooge,MOVIE,,87,2014,0.0,4.4
14881,tm158789,Back to Christmas,MOVIE,PG,86,2014,0.0,5.6
14887,tm138723,12 Dog Days Till Christmas,MOVIE,,90,2014,0.0,4.6
14894,tm188776,Christmas Belle,MOVIE,,90,2013,0.0,5.1
14907,tm158934,Naughty & Nice,MOVIE,,90,2014,0.0,5.9
14910,tm173159,Breakup at a Wedding,MOVIE,PG-13,85,2013,0.0,5.2
14917,ts44119,Part of Me,SHOW,TV-14,43,2014,1.0,8.3
14933,tm179994,My Santa,MOVIE,PG,84,2013,0.0,5.5
15042,tm123777,Deadpool,MOVIE,R,108,2016,0.0,8.0
15190,tm143617,La La Land,MOVIE,PG-13,128,2016,0.0,8.0
15256,tm135387,In the Heart of the Sea,MOVIE,PG-13,122,2015,0.0,6.9
15425,tm238770,Personal Shopper,MOVIE,R,106,2016,0.0,6.1
15543,tm140511,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,MOVIE,R,93,2015,0.0,7.2
15612,ts37899,Overlord,SHOW,TV-MA,23,2015,4.0,7.7
15649,tm223124,Lights Out,MOVIE,PG-13,81,2016,0.0,6.3
15678,tm219897,Southbound,MOVIE,,89,2015,0.0,5.9
15741,tm197174,The Hollars,MOVIE,PG-13,105,2016,0.0,6.6
15769,tm141546,Grandma,MOVIE,R,78,2015,0.0,6.7
15804,tm224956,Maudie,MOVIE,PG-13,115,2016,0.0,7.6
15904,ts44983,Prison School,SHOW,TV-MA,24,2015,1.0,7.6
15913,ts15477,American Crime,SHOW,TV-14,46,2015,3.0,7.8
15979,tm202759,Storks,MOVIE,PG,87,2016,0.0,6.8
16005,tm230900,My Scientology Movie,MOVIE,,99,2016,0.0,6.7
16024,tm244104,The Beatles: Eight Days a Week - The Touring Years,MOVIE,,106,2016,0.0,7.8
16038,tm235794,Zero Days,MOVIE,PG-13,116,2016,0.0,7.7
16084,tm138793,The Second Best Exotic Marigold Hotel,MOVIE,PG,122,2015,0.0,6.5
16126,ts42080,Grimgar of Fantasy and Ash,SHOW,TV-14,23,2016,1.0,7.4
16187,tm317766,The Osiris Child,MOVIE,,95,2016,0.0,5.5
16220,ts38689,Descendants of the Sun,SHOW,TV-14,59,2016,1.0,8.3
16256,tm140391,Pan,MOVIE,PG,111,2015,0.0,5.7
16259,ts43283,Chivalry of a Failed Knight,SHOW,TV-MA,24,2015,1.0,7.3
16311,tm233288,"I, Daniel Blake",MOVIE,R,100,2016,0.0,7.8
16322,tm136120,Above and Beyond,MOVIE,,90,2015,0.0,7.7
16399,ts42207,The Legend of the Blue Sea,SHOW,TV-14,60,2016,2.0,8.2
16436,tm138648,Digging for Fire,MOVIE,R,80,2015,0.0,5.8
16462,ts36812,Attack on Titan: Junior High,SHOW,TV-14,17,2015,1.0,7.2
16508,tm209958,The Unknown Girl,MOVIE,,113,2016,0.0,6.5
16523,tm201158,Raiders!: The Story of the Greatest Fan Film Ever Made,MOVIE,,93,2015,0.0,6.9
16577,tm217838,The Escort,MOVIE,,88,2015,0.0,6.0
16608,tm233312,Graduation,MOVIE,R,128,2016,0.0,7.3
16632,ts6028,Banished,SHOW,TV-MA,54,2015,1.0,7.4
16646,tm232872,Somm: Into the Bottle,MOVIE,,90,2015,0.0,7.3
16677,ts41889,National Treasure,SHOW,TV-MA,48,2016,1.0,7.4
16699,tm140127,Men & Chicken,MOVIE,,104,2015,0.0,6.7
16725,tm233024,Friend Request,MOVIE,R,92,2016,0.0,5.2
16769,tm219802,4th Man Out,MOVIE,,87,2015,0.0,6.7
16799,tm238708,The Meddler,MOVIE,PG-13,100,2016,0.0,6.3
16818,tm139527,Songs My Brothers Taught Me,MOVIE,,94,2015,0.0,7.1
16847,tm201222,The Girl King,MOVIE,,106,2015,0.0,5.8
16865,tm201355,Back in Time,MOVIE,PG,95,2015,0.0,6.3
16880,tm135989,Cartel Land,MOVIE,R,100,2015,0.0,7.3
16919,tm216006,My All American,MOVIE,PG,118,2015,0.0,7.1
16948,tm242656,Sacrifice,MOVIE,,90,2016,0.0,5.3
16949,ts76601,Ancient Top 10,SHOW,TV-14,40,2016,1.0,7.6
16951,ts42045,Barbarians Rising,SHOW,TV-14,67,2016,1.0,7.7
16982,tm232932,Equity,MOVIE,R,100,2016,0.0,5.5
17017,ts38038,Oh My Venus,SHOW,TV-14,59,2015,1.0,7.8
17024,ts38723,The Asterisk War,SHOW,TV-14,24,2015,2.0,6.8
17064,tm238589,It Had to Be You,MOVIE,R,85,2016,0.0,5.5
17076,tm208718,Curious George 3: Back to the Jungle,MOVIE,G,81,2015,0.0,5.5
17102,ts57624,Dance with Devils,SHOW,TV-14,23,2015,1.0,5.9
17131,tm211171,Henry Gamble's Birthday Party,MOVIE,R,86,2015,0.0,6.2
17152,ts43068,Prince of Stride: Alternative,SHOW,TV-PG,24,2016,1.0,6.5
17164,tm244644,Transpecos,MOVIE,,86,2016,0.0,5.8
17180,tm230873,A Beautiful Planet,MOVIE,G,45,2016,0.0,7.3
17200,tm213105,Wolves,MOVIE,R,109,2016,0.0,5.6
17215,tm203064,ma ma,MOVIE,R,111,2015,0.0,6.4
17223,tm238745,Shelley,MOVIE,,92,2016,0.0,5.2
17250,tm244602,High Strung,MOVIE,G,96,2016,0.0,6.3
17291,tm242855,The Queen of Spain,MOVIE,,129,2016,0.0,5.2
17314,tm242673,Let's Be Evil,MOVIE,,83,2016,0.0,4.3
17317,ts51282,Mighty Magiswords,SHOW,TV-PG,14,2015,2.0,4.7
17336,tm242773,Ozzy,MOVIE,G,90,2016,0.0,5.2
17347,tm272207,Wolves at the Door,MOVIE,R,73,2016,0.0,4.4
17361,tm151657,Hellions,MOVIE,,80,2015,0.0,4.2
17367,ts42073,Wasted,SHOW,TV-MA,20,2016,3.0,7.3
17403,tm244649,The Evil in Us,MOVIE,,91,2016,0.0,4.8
17414,tm233222,Carnage Park,MOVIE,,81,2016,0.0,4.9
17424,tm211221,Those People,MOVIE,,89,2015,0.0,6.6
17441,tm239305,Jean of the Joneses,MOVIE,,88,2016,0.0,6.4
17450,tm238738,Busco novio para mi mujer,MOVIE,PG-13,91,2016,0.0,5.8
17478,tm243336,Bad Rap,MOVIE,,81,2016,0.0,6.5
17507,tm232422,Bad Roomies,MOVIE,,93,2015,0.0,5.1
17524,tm147915,Meet Me in Montenegro,MOVIE,,90,2015,0.0,5.9
17534,ts37834,Heavy Object,SHOW,TV-MA,23,2015,1.0,6.4
17544,tm215798,Huevos: Little Rooster's Egg-Cellent Adventure,MOVIE,PG,98,2015,0.0,5.7
17553,ts42697,Divine Gate,SHOW,TV-14,23,2016,1.0,5.0
17563,tm195000,Naz & Maalik,MOVIE,,86,2015,0.0,5.8
17578,tm214808,Rabid Dogs,MOVIE,,100,2015,0.0,5.8
17605,tm242555,I.T.,MOVIE,,96,2016,0.0,5.5
17617,tm313617,Shared Rooms,MOVIE,,75,2016,0.0,5.7
17627,ts142375,Future-Worm!,SHOW,TV-Y7,22,2015,1.0,5.6
17652,tm308028,A Cinderella Christmas,MOVIE,G,93,2016,0.0,6.2
17660,tm221787,Across the Line,MOVIE,,88,2016,0.0,5.2
17668,tm242577,Get Squirrely,MOVIE,G,85,2015,0.0,3.5
17681,tm246087,Passage to Mars,MOVIE,,94,2016,0.0,4.5
17692,tm284224,A Puppy for Christmas,MOVIE,,85,2016,0.0,5.9
17702,tm217894,Ladrones,MOVIE,PG-13,98,2015,0.0,5.0
17710,tm146446,All About E,MOVIE,,93,2015,0.0,4.9
17721,tm230063,Angels in the Snow,MOVIE,,90,2015,0.0,5.6
17723,tm246825,Free to Run,MOVIE,,90,2016,0.0,7.3
17733,tm197802,Miss India America,MOVIE,,95,2016,0.0,5.4
17741,ts41494,RocketJump: The Show,SHOW,TV-14,25,2015,1.0,7.2
17754,tm321789,Christmas with the Andersons,MOVIE,PG,90,2016,0.0,4.1
17768,tm272205,Married by Christmas,MOVIE,,87,2016,0.0,5.5
17785,tm266765,Girlfriends of Christmas Past,MOVIE,G,88,2016,0.0,5.1
17803,tm232560,Rodeo and Juliet,MOVIE,,88,2015,0.0,4.7
17814,tm240907,Citizen Soldier,MOVIE,R,105,2016,0.0,5.7
17835,ts35977,Chaos Dragon: Sekiryuu Sen'eki,SHOW,TV-MA,23,2015,1.0,4.4
17843,tm232317,A Dogwalker's Christmas Tale,MOVIE,,80,2015,0.0,5.0
18033,tm239698,Deadpool 2,MOVIE,R,119,2018,0.0,7.7
18068,tm240629,The House That Jack Built,MOVIE,R,151,2018,0.0,6.8
18172,tm244330,Logan Lucky,MOVIE,PG-13,119,2017,0.0,7.0
18217,tm244209,The Shape of Water,MOVIE,R,120,2017,0.0,7.3
18251,tm410753,Border,MOVIE,R,110,2018,0.0,7.0
18323,tm366889,Vice,MOVIE,R,132,2018,0.0,7.2
18375,tm373563,Prospect,MOVIE,R,98,2018,0.0,6.3
18398,tm244364,The Nightingale,MOVIE,R,136,2018,0.0,7.3
18470,tm244324,The Square,MOVIE,R,150,2017,0.0,7.2
18511,tm244376,"I, Tonya",MOVIE,R,120,2017,0.0,7.5
18555,tm244185,Hostiles,MOVIE,R,127,2017,0.0,7.2
18568,tm312676,Leave No Trace,MOVIE,PG,110,2018,0.0,7.1
18572,tm363020,Three Identical Strangers,MOVIE,PG-13,96,2018,0.0,7.6
18578,ts56104,Boruto: Naruto Next Generations,SHOW,TV-14,23,2017,2.0,6.9
18630,tm283327,Brigsby Bear,MOVIE,PG-13,97,2017,0.0,7.3
18677,tm322112,My Friend Dahmer,MOVIE,R,107,2017,0.0,6.2
18692,tm284178,Super Dark Times,MOVIE,,100,2017,0.0,6.6
18718,tm244353,Thelma,MOVIE,,116,2017,0.0,7.0
18760,tm368523,Lords of Chaos,MOVIE,R,118,2018,0.0,6.6
18791,tm328160,Unsane,MOVIE,R,98,2018,0.0,6.4
18824,tm244371,Ingrid Goes West,MOVIE,R,97,2017,0.0,6.6
18880,tm362059,American Animals,MOVIE,R,117,2018,0.0,7.0
18923,tm205865,The Man Who Killed Don Quixote,MOVIE,,133,2018,0.0,6.3
18949,tm311595,Lucky,MOVIE,,88,2017,0.0,7.3
18965,ts55901,The Looming Tower,SHOW,TV-MA,50,2018,1.0,8.0
18989,tm273428,God's Own Country,MOVIE,,104,2017,0.0,7.7
19009,tm270895,I Am Not Your Negro,MOVIE,R,93,2017,0.0,7.9
19046,tm266670,Disobedience,MOVIE,R,114,2017,0.0,6.6
19104,tm361759,Colette,MOVIE,R,111,2018,0.0,6.7
19138,tm349141,Papillon,MOVIE,R,134,2017,0.0,7.2
19186,tm305664,Blade of the Immortal,MOVIE,R,140,2017,0.0,6.8
19260,tm315695,Vox Lux,MOVIE,R,114,2018,0.0,5.9
19269,tm244483,47 Meters Down,MOVIE,PG-13,89,2017,0.0,5.6
19274,tm362890,Minding the Gap,MOVIE,,93,2018,0.0,8.0
19324,tm361034,The Miseducation of Cameron Post,MOVIE,,92,2018,0.0,6.6
19330,tm347925,Permanent,MOVIE,PG-13,94,2017,0.0,5.6
19339,tm318637,Arctic,MOVIE,PG-13,98,2018,0.0,6.8
19358,ts81039,What's Wrong with Secretary Kim,SHOW,,69,2018,1.0,8.1
19374,tm349722,Scotty and the Secret History of Hollywood,MOVIE,,98,2018,0.0,6.6
19377,tm405368,Neat: The Story of Bourbon,MOVIE,,75,2018,0.0,7.6
19405,tm283348,The Hero,MOVIE,R,96,2017,0.0,6.5
19447,tm233224,Please Stand By,MOVIE,PG-13,93,2018,0.0,6.7
19492,tm221693,Amazing Grace,MOVIE,G,87,2018,0.0,7.5
19551,tm349611,Chappaquiddick,MOVIE,PG-13,107,2018,0.0,6.5
19568,tm423436,Ben Is Back,MOVIE,R,103,2018,0.0,6.7
19611,tm316399,78/52,MOVIE,,91,2017,0.0,7.3
19650,tm140154,November Criminals,MOVIE,PG-13,85,2017,0.0,5.3
19668,ts55823,While You Were Sleeping,SHOW,TV-14,45,2017,1.0,8.3
19679,ts79331,Persona 5: The Animation,SHOW,TV-14,28,2018,1.0,6.7
19682,tm315847,Unacknowledged,MOVIE,,100,2017,0.0,7.0
19707,tm283345,Band Aid,MOVIE,R,91,2017,0.0,6.6
19755,tm317317,Once Upon a Time in Venice,MOVIE,R,94,2017,0.0,5.3
19772,ts81275,Gordon Ramsay's 24 Hours to Hell and Back,SHOW,TV-14,45,2018,3.0,7.3
19782,tm354950,Too Funny to Fail: The Life & Death of The Dana Carvey Show,MOVIE,,95,2017,0.0,7.7
19797,tm347051,The Cured,MOVIE,R,95,2017,0.0,5.5
19853,tm244005,The Limehouse Golem,MOVIE,,109,2017,0.0,6.3
19862,ts53909,Apple Tree Yard,SHOW,TV-14,58,2017,1.0,7.2
19873,tm307291,Pilgrimage,MOVIE,,96,2017,0.0,5.8
19893,tm244217,Gemini,MOVIE,R,93,2017,0.0,5.4
19904,tm313977,Flower,MOVIE,R,94,2017,0.0,6.0
19908,ts115324,The Menendez Murders: Erik Tells All,SHOW,,43,2017,1.0,7.5
19917,ts75222,The Murder of Laci Peterson,SHOW,TV-14,50,2017,1.0,7.4
19940,tm299754,Marjorie Prime,MOVIE,,98,2017,0.0,6.3
19958,tm355789,Dogman,MOVIE,,103,2018,0.0,7.2
19965,tm308313,Dealt,MOVIE,,85,2017,0.0,7.5
19988,tm410407,211,MOVIE,R,86,2018,0.0,4.3
20023,tm277827,Rebel in the Rye,MOVIE,PG-13,106,2017,0.0,6.7
20065,tm271957,On Chesil Beach,MOVIE,R,110,2018,0.0,6.3
20079,tm307840,68 Kill,MOVIE,R,107,2018,0.0,6.1
20109,ts77927,Kiri,SHOW,TV-MA,47,2018,1.0,6.6
20146,tm369970,Looking Glass,MOVIE,R,103,2018,0.0,4.6
20223,tm340212,The Man Who Invented Christmas,MOVIE,PG,105,2017,0.0,7.0
20244,tm357155,After Everything,MOVIE,,95,2018,0.0,6.4
20273,tm320884,Batman & Bill,MOVIE,PG-13,93,2017,0.0,8.0
20298,tm409508,Along with the Gods: The Last 49 Days,MOVIE,,141,2018,0.0,7.1
20351,tm319627,Princess Cyd,MOVIE,,96,2017,0.0,6.7
20379,tm142116,XX,MOVIE,R,80,2017,0.0,4.6
20395,tm375165,McQueen,MOVIE,R,111,2018,0.0,7.7
20438,tm311475,Sweet Virginia,MOVIE,R,93,2017,0.0,6.2
20474,tm242061,Person to Person,MOVIE,,84,2017,0.0,5.7
20486,tm372226,Donnybrook,MOVIE,R,101,2018,0.0,5.4
20555,tm372828,Wild Nights with Emily,MOVIE,PG-13,84,2018,0.0,6.2
20562,tm475301,Scotch: A Golden Dream,MOVIE,,87,2018,0.0,7.5
20597,tm308084,Becoming Bond,MOVIE,,91,2017,0.0,7.5
20611,tm326100,Maze,MOVIE,,93,2017,0.0,5.9
20660,tm215439,Woman at War,MOVIE,,101,2018,0.0,7.4
20779,tm266650,Loro 1,MOVIE,,104,2018,0.0,6.7
20809,tm376740,All About Nina,MOVIE,R,97,2018,0.0,6.2
20814,tm413019,Hunt for the Skinwalker,MOVIE,,127,2018,0.0,4.4
20846,tm409823,The Unthinkable,MOVIE,,129,2018,0.0,6.0
20851,tm362904,Kusama : Infinity,MOVIE,,80,2018,0.0,7.3
20892,tm267101,Chuck,MOVIE,R,101,2017,0.0,6.5
20896,tm433987,Somm 3,MOVIE,R,80,2018,0.0,6.9
20911,tm433452,Still,MOVIE,,88,2018,0.0,5.2
20926,ts79411,Safe Harbour,SHOW,TV-MA,53,2018,1.0,6.6
20946,tm318048,Dumb: The Story of Big Brother Magazine,MOVIE,,79,2017,0.0,7.4
20985,tm362066,Monsters and Men,MOVIE,R,96,2018,0.0,6.0
20993,tm312171,Danger Close,MOVIE,,90,2017,0.0,4.5
21024,tm414612,Andy Irons: Kissed by God,MOVIE,,100,2018,0.0,8.2
21059,tm300414,Chasing Trane,MOVIE,,99,2017,0.0,7.3
21075,tm320497,A Ciambra,MOVIE,,118,2017,0.0,6.9
21077,tm362901,Crime + Punishment,MOVIE,,111,2018,0.0,7.4
21100,tm376822,Mapplethorpe,MOVIE,,102,2018,0.0,6.1
21115,tm327478,I Remember You,MOVIE,R,105,2017,0.0,6.1
21144,tm317518,The Field Guide to Evil,MOVIE,R,117,2018,0.0,4.8
21167,ts85459,Encounter,SHOW,,67,2018,1.0,7.5
21187,tm407672,Non-Fiction,MOVIE,R,107,2018,0.0,6.4
21193,tm411648,This Mountain Life,MOVIE,PG,77,2018,0.0,7.3
21220,ts84686,The Bisexual,SHOW,,29,2018,1.0,6.2
21246,tm481772,The Haunted,MOVIE,,75,2017,0.0,5.5
21272,tm435628,Hillbilly,MOVIE,,87,2018,0.0,6.7
21285,tm293516,Citizen Jane: Battle for the City,MOVIE,,92,2017,0.0,7.0
21292,tm353922,Sleepwalker,MOVIE,,88,2017,0.0,5.2
21315,tm414073,Backtrace,MOVIE,R,87,2018,0.0,3.8
21341,tm363787,Christmas in the Heartland,MOVIE,,90,2017,0.0,5.9
21349,tm463679,Tracks,MOVIE,,86,2018,0.0,8.2
21368,tm354736,Sollers Point,MOVIE,R,101,2017,0.0,5.7
21370,tm315905,The Force,MOVIE,,80,2017,0.0,6.7
21405,tm433268,Another Time,MOVIE,R,89,2018,0.0,4.5
21407,tm367173,Pandas,MOVIE,G,40,2018,0.0,7.4
21416,tm307888,The Archer,MOVIE,,86,2017,0.0,5.2
21424,tm324746,Frank Serpico,MOVIE,,96,2017,0.0,6.8
21434,tm415939,Locating Silver Lake,MOVIE,,110,2018,0.0,5.4
21446,tm244293,March of the Penguins 2: The Next Step,MOVIE,G,85,2017,0.0,6.6
21457,tm345894,Get Big,MOVIE,,85,2017,0.0,6.0
21473,tm350933,Wetlands,MOVIE,,98,2017,0.0,4.4
21540,tm245354,AWOL,MOVIE,,82,2017,0.0,5.6
21543,ts78570,Impossible Builds,SHOW,TV-G,48,2018,1.0,7.4
21558,ts84778,Butterfly,SHOW,,45,2018,1.0,6.5
21564,tm1166669,The Cat Rescuers,MOVIE,,87,2018,0.0,7.5
21584,tm338373,It Came from the Desert,MOVIE,,90,2017,0.0,4.3
21593,tm323152,The Feels,MOVIE,,90,2017,0.0,5.1
21600,tm419375,Bayou Caviar,MOVIE,,111,2018,0.0,4.7
21613,tm445910,Christmas on Holly Lane,MOVIE,,90,2018,0.0,6.3
21627,tm354628,A Wedding Wonderland,MOVIE,PG,90,2017,0.0,5.0
21644,tm247557,The Veil,MOVIE,,86,2017,0.0,3.4
21648,tm358342,Obey Giant,MOVIE,,90,2017,0.0,7.3
21664,tm327236,Legion of Brothers,MOVIE,,79,2017,0.0,5.9
21673,tm372047,First Day,MOVIE,,17,2017,0.0,7.6
21692,tm442133,A Christmas Switch,MOVIE,,121,2018,0.0,5.9
21702,tm322658,Roller Dreams,MOVIE,,82,2017,0.0,8.1
21705,tm460143,Blast Beat,MOVIE,,5,2018,0.0,5.1
21720,tm440046,Racetime,MOVIE,PG,90,2018,0.0,5.6
21727,tm357894,Second Chance Christmas,MOVIE,G,87,2017,0.0,5.6
21739,tm326963,Cherry Pop,MOVIE,,80,2017,0.0,4.5
21758,tm240812,The Sweet Life,MOVIE,,90,2017,0.0,6.2
21775,tm355530,"Soul on Ice: Past, Present and Future",MOVIE,,86,2017,0.0,8.1
21797,tm434554,The Truth About Christmas,MOVIE,,120,2018,0.0,5.5
21828,tm359869,The Christmas Calendar,MOVIE,,83,2017,0.0,5.9
21831,tm418047,Ballet Now,MOVIE,,74,2018,0.0,7.2
21873,tm311931,The Relationtrip,MOVIE,,90,2017,0.0,5.7
21882,tm240824,Alive and Kicking,MOVIE,,88,2017,0.0,6.8
21886,tm500028,Bare Knuckle,MOVIE,,80,2018,0.0,6.4
21895,tm406526,Savage Youth,MOVIE,,100,2018,0.0,5.3
21896,tm305997,For Ahkeem,MOVIE,,89,2017,0.0,6.7
21900,tm323941,Take Every Wave: The Life of Laird Hamilton,MOVIE,,118,2017,0.0,7.4
21911,tm360887,Christmas Solo,MOVIE,,90,2017,0.0,5.8
21920,tm509826,Miss Snake Charmer,MOVIE,,64,2018,0.0,5.7
21926,tm325275,Boonie Bears: Entangled Worlds,MOVIE,G,83,2017,0.0,5.5
21959,tm418028,Women & Sometimes Men,MOVIE,,87,2017,0.0,4.4
21962,tm418901,Boonie Bears: The Big Shrink,MOVIE,G,89,2018,0.0,5.4
21974,tm376063,Harvie and the Magic Museum,MOVIE,,87,2017,0.0,3.8
21981,tm308054,The Blood Is at the Doorstep,MOVIE,,90,2017,0.0,6.7
21987,tm357266,Constructing Albert,MOVIE,,82,2017,0.0,7.0
21991,tm444258,Ulam: Main Dish,MOVIE,,80,2018,0.0,7.3
21999,tm480059,Sprinter,MOVIE,,114,2018,0.0,6.2
22022,tm465173,Run,MOVIE,PG-13,89,2020,0.0,6.7
22081,tm414170,Parasite,MOVIE,R,132,2019,0.0,8.5
22131,tm487556,Palm Springs,MOVIE,R,90,2020,0.0,7.4
22138,tm429670,The Biggest Little Farm,MOVIE,PG,91,2019,0.0,8.0
22150,tm468920,Portrait of a Lady on Fire,MOVIE,R,120,2019,0.0,8.1
22190,tm679789,Another Round,MOVIE,,117,2020,0.0,7.7
22220,tm460712,Booksmart,MOVIE,R,102,2019,0.0,7.1
22287,tm855323,Nomadland,MOVIE,R,108,2020,0.0,7.3
22289,ts89904,Dark Side of the Ring,SHOW,TV-MA,46,2019,3.0,8.7
22329,tm295292,Possessor Uncut,MOVIE,R,104,2020,0.0,6.5
22379,tm850154,Riders of Justice,MOVIE,,116,2020,0.0,7.5
22397,tm421577,The Croods: A New Age,MOVIE,PG,95,2020,0.0,6.9
22463,tm468690,Hustlers,MOVIE,R,110,2019,0.0,6.3
22531,tm852557,The Assistant,MOVIE,R,87,2020,0.0,6.4
22559,tm361296,The Art of Self-Defense,MOVIE,R,104,2019,0.0,6.6
22588,tm447387,2067,MOVIE,,114,2020,0.0,4.9
22615,tm432161,The Lodge,MOVIE,R,108,2020,0.0,6.0
22676,tm428358,Her Smell,MOVIE,R,136,2019,0.0,5.9
22694,tm366310,Aniara,MOVIE,R,106,2019,0.0,6.2
22726,tm846282,Escape from Pretoria,MOVIE,PG-13,102,2020,0.0,6.8
22770,tm446175,Hail Satan?,MOVIE,R,95,2019,0.0,7.3
22790,tm920286,Shadow in the Cloud,MOVIE,R,83,2020,0.0,4.9
22822,tm376451,Alone,MOVIE,R,98,2020,0.0,6.2
22848,tm407390,Come True,MOVIE,,105,2020,0.0,6.0
22881,tm824532,The Vigil,MOVIE,PG-13,88,2020,0.0,5.8
22900,tm837595,How to Train Your Dragon: Homecoming,MOVIE,PG,22,2019,0.0,7.3
22956,tm453896,Mr. Jones,MOVIE,,119,2019,0.0,6.9
23006,tm317159,The Upside,MOVIE,PG-13,118,2019,0.0,7.0
23013,tm445973,Apollo 11,MOVIE,G,92,2019,0.0,8.1
23065,tm505082,Ammonite,MOVIE,R,120,2020,0.0,6.5
23107,tm307280,The Beach Bum,MOVIE,R,95,2019,0.0,5.5
23149,tm922266,Skin: A History of Nudity in the Movies,MOVIE,,131,2020,0.0,6.7
23199,tm465434,Plus One,MOVIE,,98,2019,0.0,6.6
23207,tm879418,The State of Texas vs. Melissa,MOVIE,,102,2020,0.0,5.6
23236,tm860022,Sputnik,MOVIE,R,114,2020,0.0,6.4
23259,tm851644,Wild Mountain Thyme,MOVIE,PG-13,102,2020,0.0,5.7
23286,tm413548,Waiting for the Barbarians,MOVIE,R,114,2019,0.0,6.0
23317,tm810861,Dream Horse,MOVIE,PG,113,2020,0.0,6.9
23326,tm458133,Villains,MOVIE,R,90,2019,0.0,6.2
23351,tm321218,"Where'd You Go, Bernadette",MOVIE,PG-13,110,2019,0.0,6.5
23392,tm461963,Buffaloed,MOVIE,,95,2020,0.0,6.2
23414,tm845414,Spree,MOVIE,,93,2020,0.0,5.9
23428,tm898852,Derek DelGaudio's In & Of Itself,MOVIE,,90,2020,0.0,8.2
23481,tm427020,Wild Rose,MOVIE,R,101,2019,0.0,7.1
23495,tm825649,The Killing of Two Lovers,MOVIE,R,85,2020,0.0,6.9
23515,tm820629,Undine,MOVIE,,90,2020,0.0,6.6
23530,tm890410,She Dies Tomorrow,MOVIE,R,85,2020,0.0,5.1
23568,tm921465,Supernova,MOVIE,,94,2020,0.0,6.8
23631,tm454167,Greener Grass,MOVIE,,95,2019,0.0,6.3
23654,tm500584,Shirley,MOVIE,R,107,2020,0.0,6.1
23692,tm419893,The Man Who Killed Hitler and Then the Bigfoot,MOVIE,R,96,2019,0.0,5.7
23708,tm462408,The Secret Garden,MOVIE,PG,99,2020,0.0,5.5
23778,tm919963,New Order,MOVIE,R,88,2020,0.0,6.5
23868,tm469094,Happiest Season,MOVIE,PG-13,102,2020,0.0,6.6
23937,tm349021,Missing Link,MOVIE,PG,94,2019,0.0,6.7
23955,tm813757,Mandibles,MOVIE,,77,2020,0.0,6.6
23964,tm831652,Sea Fever,MOVIE,,95,2020,0.0,5.7
23991,tm837602,The Orange Years: The Nickelodeon Story,MOVIE,,102,2020,0.0,7.5
24014,tm463678,Ordinary Love,MOVIE,R,92,2019,0.0,6.6
24050,tm448600,Big Time Adolescence,MOVIE,R,91,2020,0.0,6.9
24076,tm370994,Little Monsters,MOVIE,R,94,2019,0.0,6.3
24084,tm823087,Collective,MOVIE,,109,2019,0.0,8.1
24115,tm810237,The Wretched,MOVIE,,95,2020,0.0,5.8
24126,tm446575,Honeyland,MOVIE,,89,2019,0.0,8.0
24147,tm372217,Little Joe,MOVIE,,106,2019,0.0,5.8
24193,tm348198,Hotel Mumbai,MOVIE,R,123,2019,0.0,7.6
24208,tm823034,Moffie,MOVIE,,104,2020,0.0,6.8
24209,tm818796,Tesla,MOVIE,PG-13,102,2020,0.0,5.1
24249,tm922200,Books of Blood,MOVIE,,107,2020,0.0,5.6
24264,tm215485,About Endlessness,MOVIE,,78,2019,0.0,6.8
24285,tm671834,12 Hour Shift,MOVIE,,86,2020,0.0,5.4
24302,tm904132,Rent-A-Pal,MOVIE,,108,2020,0.0,6.2
24320,tm813294,Once Were Brothers,MOVIE,R,100,2019,0.0,7.3
24333,tm322141,Monos,MOVIE,R,103,2019,0.0,6.9
24362,tm810327,Robert the Bruce,MOVIE,,124,2019,0.0,5.4
24408,tm975409,Songbird,MOVIE,PG-13,85,2020,0.0,4.7
24425,tm431781,Bloodline,MOVIE,R,95,2019,0.0,6.0
24436,tm845478,Save Yourselves!,MOVIE,R,93,2020,0.0,5.7
24450,tm861144,Stardust,MOVIE,R,109,2020,0.0,4.3
24456,tm845774,The Painter and the Thief,MOVIE,,102,2020,0.0,7.5
24494,tm315210,The Postcard Killings,MOVIE,NC-17,101,2020,0.0,5.7
24527,tm822873,The Other Lamb,MOVIE,,97,2020,0.0,5.2
